Name,Address
INTR_OBJ_210,0x8003D1CC
INTR_OBJ_260,0x8003D21C
INTR_OBJ_2D0,0x8003D28C
INTR_OBJ_314,0x8003D2D0
INTR_OBJ_320,0x8003D2DC
INTR_OBJ_35C,0x8003D318
INTR_OBJ_370,0x8003D32C
INTR_OBJ_3A0,0x8003D35C
INTR_OBJ_420,0x8003D3DC
INTR_OBJ_4EC,0x8003D4A8
INTR_OBJ_538,0x8003D4F4
INTR_OBJ_550,0x8003D50C
INTR_OBJ_568,0x8003D524
INTR_OBJ_578,0x8003D534
INTR_OBJ_58C,0x8003D548
INTR_OBJ_648,0x8003D604
INTR_OBJ_6CC,0x8003D688
INTR_OBJ_6F4,0x8003D6B0
INTR_OBJ_704,0x8003D6C0
INTR_VB_OBJ_90,0x8003D75C
INTR_VB_OBJ_A8,0x8003D774
INTR_VB_OBJ_F4,0x8003D7C0
INTR_VB_OBJ_10C,0x8003D7D8
INTR_VB_OBJ_11C,0x8003D7E8
INTR_DMA_OBJ_A4,0x8003D898
INTR_DMA_OBJ_B0,0x8003D8A4
INTR_DMA_OBJ_F8,0x8003D8EC
INTR_DMA_OBJ_108,0x8003D8FC
INTR_DMA_OBJ_12C,0x8003D920
INTR_DMA_OBJ_164,0x8003D958
INTR_DMA_OBJ_178,0x8003D96C
INTR_DMA_OBJ_1AC,0x8003D9A0
INTR_DMA_OBJ_23C,0x8003DA30
INTR_DMA_OBJ_28C,0x8003DA80
INTR_DMA_OBJ_29C,0x8003DA90
EVENT_OBJ_10,0x8003DB04
EVENT_OBJ_5C,0x8003DB50
switchD,0x8003E5D4
caseD_3,0x8003E5DC
caseD_2,0x8003E6E0
caseD_1,0x8003E72C
caseD_4,0x8003E7B0
caseD_5,0x8003E838
default,0x8003E8C0
CDREAD2_OBJ_48,0x80040500
CDREAD2_OBJ_70,0x80040528
C_004_OBJ_78,0x800408EC
C_004_OBJ_D8,0x8004094C
C_007_OBJ_64,0x80040A50
C_007_OBJ_7C,0x80040A68
C_007_OBJ_A0,0x80040A8C
C_008_OBJ_C,0x80040AB4
C_008_OBJ_34,0x80040ADC
C_009_OBJ_4C,0x80040B34
C_009_OBJ_64,0x80040B4C
C_009_OBJ_BC,0x80040BA4
C_015_OBJ_50,0x80041784
C_015_OBJ_70,0x800417A4
C_015_OBJ_84,0x800417B8
COUNTER_OBJ_18,0x80042AFC
COUNTER_OBJ_48,0x80042B2C
COUNTER_OBJ_58,0x80042B3C
COUNTER_OBJ_80,0x80042B64
COUNTER_OBJ_CC,0x80042BB0
COUNTER_OBJ_16C,0x80042C50
SPRINTF_OBJ_60,0x80042D5C
SPRINTF_OBJ_C4,0x80042DC0
SPRINTF_OBJ_E0,0x80042DDC
SPRINTF_OBJ_F0,0x80042DEC
SPRINTF_OBJ_10C,0x80042E08
SPRINTF_OBJ_128,0x80042E24
SPRINTF_OBJ_164,0x80042E60
SPRINTF_OBJ_178,0x80042E74
