Name,Address,Type
caseD_7,0x80039084,label
caseD_0,0x8003908C,label
S_SCA_OBJ_188,0x800390B8,label
S_SCA_OBJ_198,0x800390C8,label
S_SCA_OBJ_1A8,0x800390D8,label
S_SCA_OBJ_1B8,0x800390E8,label
S_SCA_OBJ_1CC,0x800390FC,label
S_SCA_OBJ_1DC,0x8003910C,label
S_SCA_OBJ_1F0,0x80039120,label
S_SCA_OBJ_200,0x80039130,label
S_SCA_OBJ_214,0x80039144,label
S_SCA_OBJ_224,0x80039154,label
S_SCA_OBJ_238,0x80039168,label
S_SCA_OBJ_248,0x80039178,label
S_SCA_OBJ_270,0x800391A0,label
S_SCA_OBJ_28C,0x800391BC,label
S_SCA_OBJ_29C,0x800391CC,label
S_SCA_OBJ_2C4,0x800391F4,label
S_SCA_OBJ_2E0,0x80039210,label
S_SCA_OBJ_2F0,0x80039220,label
S_SCA_OBJ_318,0x80039248,label
S_SCA_OBJ_334,0x80039264,label
S_SCA_OBJ_344,0x80039274,label
S_SCA_OBJ_36C,0x8003929C,label
S_SCA_OBJ_388,0x800392B8,label
S_SVV_OBJ_38,0x800392FC,label
switchD,0x80039388,label
caseD_0,0x80039390,label
caseD_1,0x80039398,label
caseD_2,0x800393A0,label
caseD_3,0x800393A8,label
caseD_4,0x800393B0,label
caseD_5,0x800393B8,label
caseD_6,0x800393C0,label
default,0x800393C4,label
switchD,0x8003940C,label
caseD_0,0x80039414,label
caseD_1,0x8003941C,label
caseD_2,0x80039424,label
caseD_3,0x8003942C,label
caseD_4,0x80039434,label
caseD_5,0x8003943C,label
caseD_6,0x80039444,label
default,0x80039448,label
S_SVVA_OBJ_128,0x80039474,label
S_SVP_OBJ_2C,0x800394F0,label
S_SVSA_OBJ_28,0x80039568,label
S_SVLSA_OBJ_28,0x800395E4,label
S_SVDR_OBJ_3C,0x80039674,label
S_SVSL_OBJ_38,0x800396FC,label
S_SVARA_OBJ_4C,0x80039798,label
S_SVSRA_OBJ_30,0x80039818,label
S_SVSRA_OBJ_44,0x8003982C,label
S_SVSRA_OBJ_4C,0x80039834,label
S_SVSRA_OBJ_54,0x8003983C,label
S_SVSRA_OBJ_94,0x8003987C,label
S_SVRRA_OBJ_1C,0x800398E8,label
S_SVRRA_OBJ_54,0x80039920,label
GEO_00_OBJ_1C,0x8003998C,label
GEO_00_OBJ_64,0x800399D4,label
GEO_00_OBJ_84,0x800399F4,label
GEO_00_OBJ_B0,0x80039A20,label
GEO_01_OBJ_C,0x80039A48,label
GEO_01_OBJ_40,0x80039A7C,label
GEO_01_OBJ_58,0x80039A94,label
GEO_01_OBJ_7C,0x80039AB8,label
FOG_02_OBJ_3C,0x80039B18,label
FOG_02_OBJ_54,0x80039B30,label
FOG_02_OBJ_70,0x80039B4C,label
FOG_02_OBJ_88,0x80039B64,label
FOG_02_OBJ_A4,0x80039B80,label
FOG_02_OBJ_BC,0x80039B98,label
FOG_02_OBJ_D4,0x80039BB0,label
FOG_02_OBJ_E8,0x80039BC4,label
FOG_02_OBJ_F8,0x80039BD4,label
COR_05_OBJ_28,0x80039C10,label
COR_05_OBJ_70,0x80039C58,label
COR_05_OBJ_9C,0x80039C84,label
COR_05_OBJ_E4,0x80039CCC,label
COR_05_OBJ_11C,0x80039D04,label
COR_05_OBJ_174,0x80039D5C,label
COR_05_OBJ_198,0x80039D80,label
COR_05_OBJ_1CC,0x80039DB4,label
MSC01_OBJ_48,0x80039EA0,label
MSC01_OBJ_54,0x80039EAC,label
MSC01_OBJ_7C,0x80039ED4,label
MSC02_OBJ_50,0x80039F38,label
MSC02_OBJ_5C,0x80039F44,label
MSC02_OBJ_84,0x80039F6C,label
MSC02_OBJ_E0,0x80039FC8,label
MSC02_OBJ_158,0x8003A040,label
MSC02_OBJ_164,0x8003A04C,label
MSC05_OBJ_C,0x8003A194,label
MSC09_OBJ_48,0x8003A4E0,label
MSC09_OBJ_54,0x8003A4EC,label
MSC09_OBJ_80,0x8003A518,label
MSC09_OBJ_8C,0x8003A524,label
MTX_004_OBJ_58,0x8003AAD8,label
MTX_004_OBJ_5C,0x8003AADC,label
MTX_004_OBJ_80,0x8003AB00,label
MTX_004_OBJ_84,0x8003AB04,label
MTX_004_OBJ_A8,0x8003AB28,label
MTX_004_OBJ_AC,0x8003AB2C,label
MTX_004_OBJ_F8,0x8003AB78,label
MTX_004_OBJ_FC,0x8003AB7C,label
MTX_004_OBJ_114,0x8003AB94,label
MTX_004_OBJ_118,0x8003AB98,label
MTX_004_OBJ_130,0x8003ABB0,label
MTX_004_OBJ_134,0x8003ABB4,label
MTX_006_OBJ_3C,0x8003AD70,label
MTX_006_OBJ_D8,0x8003AE0C,label
CMB_06_OBJ_58,0x8003BD50,label
CMB_06_OBJ_80,0x8003BD78,label
CMB_07_OBJ_58,0x8003BDE0,label
CMB_07_OBJ_A8,0x8003BE30,label
FGO_01_OBJ_1C,0x8003BEA4,label
FGO_01_OBJ_44,0x8003BECC,label
FGO_01_OBJ_80,0x8003BF08,label
FGO_01_OBJ_A8,0x8003BF30,label
FGO_01_OBJ_10C,0x8003BF94,label
FGO_01_OBJ_134,0x8003BFBC,label
FGO_02_OBJ_1C,0x8003C134,label
FGO_02_OBJ_44,0x8003C15C,label
FGO_02_OBJ_84,0x8003C19C,label
FGO_02_OBJ_AC,0x8003C1C4,label
FGO_02_OBJ_10C,0x8003C224,label
FGO_02_OBJ_134,0x8003C24C,label
FGO_03_OBJ_1C,0x8003C3C4,label
FGO_03_OBJ_44,0x8003C3EC,label
FGO_03_OBJ_80,0x8003C428,label
FGO_03_OBJ_A8,0x8003C450,label
FGO_03_OBJ_10C,0x8003C4B4,label
FGO_03_OBJ_134,0x8003C4DC,label
FGO_04_OBJ_1C,0x8003C654,label
FGO_04_OBJ_44,0x8003C67C,label
FGO_05_OBJ_1C,0x8003C7F4,label
FGO_05_OBJ_40,0x8003C818,label
FGO_06_OBJ_1C,0x8003C994,label
FGO_06_OBJ_44,0x8003C9BC,label
RATAN_OBJ_14,0x8003CB2C,label
RATAN_OBJ_24,0x8003CB3C,label
RATAN_OBJ_3C,0x8003CB54,label
RATAN_OBJ_60,0x8003CB78,label
RATAN_OBJ_78,0x8003CB90,label
RATAN_OBJ_84,0x8003CB9C,label
RATAN_OBJ_98,0x8003CBB0,label
RATAN_OBJ_B0,0x8003CBC8,label
RATAN_OBJ_D0,0x8003CBE8,label
RATAN_OBJ_EC,0x8003CC04,label
RATAN_OBJ_104,0x8003CC1C,label
RATAN_OBJ_110,0x8003CC28,label
RATAN_OBJ_124,0x8003CC3C,label
RATAN_OBJ_13C,0x8003CC54,label
RATAN_OBJ_168,0x8003CC80,label
PATCHGTE_OBJ_30,0x8003CCC8,label
VSYNC_OBJ_50,0x8003CE28,label
VSYNC_OBJ_7C,0x8003CE54,label
VSYNC_OBJ_90,0x8003CE68,label
VSYNC_OBJ_F0,0x8003CEC8,label
VSYNC_OBJ_108,0x8003CEE0,label
VSYNC_OBJ_170,0x8003CF48,label
VSYNC_OBJ_1BC,0x8003CF94,label
startIntr,0x8003D154,func
INTR_OBJ_210,0x8003D1CC,label
INTR_OBJ_260,0x8003D21C,label
INTR_OBJ_2D0,0x8003D28C,label
INTR_OBJ_314,0x8003D2D0,label
INTR_OBJ_320,0x8003D2DC,label
INTR_OBJ_35C,0x8003D318,label
INTR_OBJ_370,0x8003D32C,label
INTR_OBJ_3A0,0x8003D35C,label
INTR_OBJ_420,0x8003D3DC,label
setIntr,0x8003D418,func
INTR_OBJ_4EC,0x8003D4A8,label
INTR_OBJ_538,0x8003D4F4,label
INTR_OBJ_550,0x8003D50C,label
INTR_OBJ_568,0x8003D524,label
INTR_OBJ_578,0x8003D534,label
INTR_OBJ_58C,0x8003D548,label
stopIntr,0x8003D56C,func
INTR_OBJ_648,0x8003D604,label
INTR_OBJ_6CC,0x8003D688,label
INTR_OBJ_6F4,0x8003D6B0,label
INTR_OBJ_704,0x8003D6C0,label
INTR_VB_OBJ_90,0x8003D75C,label
INTR_VB_OBJ_A8,0x8003D774,label
INTR_VB_OBJ_F4,0x8003D7C0,label
INTR_VB_OBJ_10C,0x8003D7D8,label
INTR_VB_OBJ_11C,0x8003D7E8,label
INTR_DMA_OBJ_A4,0x8003D898,label
INTR_DMA_OBJ_B0,0x8003D8A4,label
INTR_DMA_OBJ_F8,0x8003D8EC,label
INTR_DMA_OBJ_108,0x8003D8FC,label
INTR_DMA_OBJ_12C,0x8003D920,label
INTR_DMA_OBJ_164,0x8003D958,label
INTR_DMA_OBJ_178,0x8003D96C,label
